source,sheet_outcome,queue_id,project_name,pto,study_area,poi,county,state,tech_1,mw_1,tech_2,mw_2,tech_3,mw_3,mw_poi,date_received,date_queue,date_cod_requested,date_cod_current_or_actual,status_raw,study_process,date_withdrawn,withdraw_reason
public_queue,withdrawn,595,BIO VERDE PV - KETTLEMAN 1,PGAE,,Henrietta - Tulare 70kV line,KINGS,CA,solar,15.0,,,,,15.0,2010-11-20,2010-02-01 08:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C02,2010-11-19 08:00:00,
public_queue,withdrawn,596,BIO VERDE PV - KETTLEMAN 3,PGAE,,Henrietta Tulare 70kV line,KINGS,CA,solar,20.0,,,,,20.0,2010-11-20,2010-02-01 08:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C02,2010-11-19 08:00:00,
public_queue,withdrawn,597,BIO VERDE PV - VLOT,PGAE,,Merced #1 70 kV line (El Nido Bonita segment),MADERA,CA,solar,15.0,,,,,15.0,2010-11-20,2010-02-01 08:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C02,2010-11-20 00:23:33,
public_queue,withdrawn,598,BIO VERDE PV - KETTLEMAN 2,PGAE,,Henrietta Tulare 70kV line,KINGS,CA,solar,17.75,,,,,17.75,2010-11-20,2010-02-01 08:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C02,2010-11-20 00:23:32,
public_queue,withdrawn,599,BIO VERDE PV - SAN JOAQUIN,PGAE,,Corral Substation 70 kV,SAN JOAQUIN,CA,solar,20.0,,,,,20.0,2010-11-20,2010-02-01 08:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C02,2010-03-04 08:00:00,
public_queue,withdrawn,600,BIO VERDE PV - VANDER WOUDE,PGAE,,Merced #1 70 kV,MERCED,CA,solar,20.0,,,,,20.0,2010-11-20,2010-02-01 08:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C02,2011-03-30 17:44:40,
public_queue,withdrawn,601,ROSINA BIO VERDE,PGAE,,Tulare Henrietta 70kV line,KINGS,CA,solar,10.0,,,,,10.0,2010-11-20,2010-02-01 08:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C02,2010-11-20 00:23:40,
public_queue,withdrawn,603,MOJAVALON I,SCE,,Whirlwind Substation 230kV,KERN,CA,solar,146.0,,,,,146.0,2010-11-20,2010-02-01 08:00:00,2013-07-01 07:00:00,2013-07-01 07:00:00,WITHDRAWN,C02,2010-04-20 07:00:00,
public_queue,withdrawn,604,IMPERIAL VALLEY GENERATION PROJECT,SDGE,,Imperial Valley Substation 230kV,IMPERIAL,CA,Natural Gas,600.0,,,,,600.0,2010-01-30,2010-02-01 08:00:00,2014-04-01 07:00:00,2014-04-01 07:00:00,WITHDRAWN,C02,2010-11-24 08:00:00,
public_queue,withdrawn,605,EL DORADO VALLEY GENERATION,SCE,,Eldorado Substation 230kV,CLARK,NV,Natural Gas,600.0,,,,,600.0,2010-11-20,2010-02-01 08:00:00,2014-04-01 07:00:00,2014-04-01 07:00:00,WITHDRAWN,C02,2010-11-30 08:00:00,
public_queue,withdrawn,610,SUN HARVESTER SOLAR PROJECT,PGAE,,Stroud SW STA-Schindler 70kV,FRESNO,CA,solar,20.0,,,,,20.0,2010-02-04,2010-02-05 08:00:00,2012-12-01 08:00:00,2012-12-01 08:00:00,WITHDRAWN,SGIP-TC,2012-03-01 08:00:00,
public_queue,withdrawn,611,FAIRFAX SOLAR PROJECT,PGAE,,Oro Loma-El Nido 115kV,FRESNO,CA,solar,20.0,,,,,20.0,2010-02-17,2010-02-17 08:00:00,2012-01-01 08:00:00,2012-01-01 08:00:00,WITHDRAWN,SGIP,2011-02-15 17:17:58,
public_queue,withdrawn,612,THREE ROCKS SOLAR,PGAE,,Panoche-Schindler #2 115kV Line,FRESNO,CA,solar,13.0,,,,,13.0,2010-02-19,2010-02-19 08:00:00,2013-07-15 07:00:00,2017-12-01 08:00:00,WITHDRAWN,SGIP,2016-04-22 20:24:56,
public_queue,withdrawn,613,PLACER SOLAR,PGAE,,Helm 70kV bus,FRESNO,CA,solar,20.0,,,,,20.0,2010-02-19,2010-02-19 08:00:00,2014-02-10 08:00:00,2015-04-01 07:00:00,WITHDRAWN,SGIP,2014-04-23 20:20:55,
public_queue,withdrawn,613A,SAND CANYON OF TEHACHAPI,SCE,,Cal Cement - Monolith - Windland - Arwind 66 kV line,KERN,CA,wind,20.0,,,,,20.0,2010-02-24,2010-02-24 08:00:00,2012-06-30 07:00:00,2012-06-30 07:00:00,WITHDRAWN,SGIP-TC,2012-03-03 00:01:58,
public_queue,withdrawn,614,EL PECO SOLAR FARM,PGAE,,Merced-Madera 70kV,FRESNO,CA,solar,20.0,,,,,20.0,2010-03-02,2010-03-02 08:00:00,2011-05-01 07:00:00,2014-12-15 08:00:00,WITHDRAWN,SGIP,2013-12-26 23:03:55,
public_queue,withdrawn,614A,FRV MOJAVE SOLAR,SCE,,Goldtown-Lancaster 66kV,KERN,CA,solar,20.0,,,,,20.0,2010-03-04,2010-03-04 08:00:00,2013-12-01 08:00:00,2013-12-01 08:00:00,WITHDRAWN,SGIP-TC,2012-03-03 00:01:01,
public_queue,withdrawn,615,SUN STREAM,SCE,,Zondwind Sub 66kV Bus,KERN,CA,solar,20.0,,,,,20.0,2010-11-20,2010-03-10 08:00:00,2012-12-30 08:00:00,2012-12-30 08:00:00,WITHDRAWN,SGIP,2011-01-19 08:00:00,
public_queue,withdrawn,616,SUNLITE STATION,SCE,,Eagle Mountain-Blythe 161kV,RIVERSIDE,CA,solar,20.0,,,,,20.0,2010-11-20,2010-03-17 07:00:00,2012-07-01 07:00:00,2012-07-01 07:00:00,WITHDRAWN,SGIP,2011-01-19 08:00:00,
public_queue,withdrawn,617,CROCKER SOLAR POWER - UNIT ONE,PGAE,,Tesla-Tracy 115kV,SAN JOAQUIN,CA,solar,20.0,,,,,20.0,2010-03-22,2010-03-22 07:00:00,2012-06-01 07:00:00,2016-05-01 07:00:00,WITHDRAWN,SGIP,2013-11-25 08:00:00,
public_queue,withdrawn,617A,LA-SOLAR-20,SCE,,Piute-Redmond 66kV,LOS ANGELES,CA,solar,20.0,,,,,20.0,2010-03-30,2010-03-30 07:00:00,2012-12-01 08:00:00,2014-05-01 07:00:00,WITHDRAWN,SGIP,2013-05-06 22:23:33,
public_queue,withdrawn,617AA,US SOLAR DESERT CENTER PV 1,SCE,,Eagle Mountain-Blythe SCE 161 kV,RIVERSIDE,CA,solar,20.0,,,,,20.0,2010-11-20,2010-03-26 07:00:00,2011-03-01 08:00:00,2011-03-01 08:00:00,WITHDRAWN,SGIP,2011-01-20 08:00:00,
public_queue,withdrawn,617B,GREAT VALLEY SOLAR,PGAE,,Corcoran-Smyrna 115kV,TULARE,CA,solar,19.7,,,,,19.7,2010-03-31,2010-03-31 07:00:00,2012-12-01 08:00:00,2012-12-01 08:00:00,WITHDRAWN,SGIP,2011-03-28 18:35:50,
public_queue,withdrawn,617C,OASIS SOLAR ENERGY,SCE,,Control-Silverpeak 55 kV,MONO,CA,solar,19.993,,,,,19.993,2010-11-20,2010-03-31 07:00:00,2012-12-01 08:00:00,2012-12-01 08:00:00,WITHDRAWN,SGIP,2010-06-23 07:00:00,
public_queue,withdrawn,618,SKUNK HOLLOW SPGS1,PGAE,,Coalinga-Mendota Road 69kV,FRESNO,CA,solar,20.0,,,,,20.0,2010-04-01,2010-04-01 07:00:00,2012-08-01 07:00:00,2012-08-01 07:00:00,WITHDRAWN,SGIP,2010-12-27 08:00:00,
public_queue,withdrawn,618A,FIVE POINTS SOLAR,PGAE,,Helms-Schindler 70kV,FRESNO,CA,solar,20.0,,,,,20.0,2010-04-19,2010-04-19 07:00:00,2012-01-01 08:00:00,2012-01-01 08:00:00,WITHDRAWN,SGIP,2010-12-02 08:00:00,
public_queue,withdrawn,618B,JEFFERSON SOLAR,PGAE,,Kerman-San Joaquin 70kv,FRESNO,CA,solar,10.0,,,,,10.0,2010-03-19,2010-04-19 07:00:00,2012-01-01 08:00:00,2012-01-01 08:00:00,WITHDRAWN,SGIP,2010-12-02 08:00:00,
public_queue,withdrawn,619,EAST LANCASTER POWER PLANT,SCE,,Piute-Lancaster 66kV,LOS ANGELES,CA,solar,14.0,,,,,14.0,2010-11-20,2010-04-22 07:00:00,2012-01-01 08:00:00,2012-01-01 08:00:00,WITHDRAWN,SGIP,2011-01-19 08:00:00,
public_queue,withdrawn,620A,MARICOPA EAST SOLAR PV (FKA LAKEVIEW SOLAR ONE),PGAE,,Lakeview Sub 70kV bus,KERN,CA,solar,20.0,,,,,20.0,2010-04-26,2010-04-26 07:00:00,2014-12-31 08:00:00,2014-12-31 08:00:00,WITHDRAWN,SGIP,2014-02-27 20:58:08,
public_queue,withdrawn,621,OCOTILLO SOL PROJECT,SDGE,,Imperial Valley Sub 12kV Bus,IMPERIAL,CA,solar,20.0,,,,,20.0,2010-03-03,2010-04-26 07:00:00,2012-08-01 07:00:00,2017-03-03 08:00:00,WITHDRAWN,SGIP-TC,2016-02-16 08:00:00,
public_queue,withdrawn,622,PV ROSINA 1 SG,PGAE,,Temblor-King Ellis 70kV,KERN,CA,solar,10.0,,,,,10.0,2009-12-21,2010-05-06 07:00:00,2011-12-01 08:00:00,2011-12-01 08:00:00,WITHDRAWN,SGIP,2011-08-18 07:00:00,
public_queue,withdrawn,623,ROSAMOND SOLAR FACILITY,SCE,,Cal Cement-Antelope 66kV,KERN,CA,solar,20.0,,,,,20.0,2010-11-20,2010-05-10 07:00:00,2013-12-31 08:00:00,2013-12-31 08:00:00,WITHDRAWN,SGIP,2011-01-18 08:00:00,
public_queue,withdrawn,623A,ROUGH ACRES SOLAR,SDGE,,Boulevard Sub 138 kV Bus,SAN DIEGO,CA,solar,10.4,,,,,10.4,2010-11-20,2010-05-10 07:00:00,2011-06-01 07:00:00,2011-06-01 07:00:00,WITHDRAWN,SGIP,2010-12-02 08:00:00,
public_queue,withdrawn,624,SUN SEEKER SOLAR ENERGY CENTER,PGAE,,Maricopa Substation 70 kV bus,KERN,CA,solar,20.0,,,,,20.0,2010-11-20,2010-05-14 07:00:00,2012-12-01 08:00:00,2012-12-01 08:00:00,WITHDRAWN,SGIP,2010-09-03 07:00:00,
public_queue,withdrawn,626,STRATFORD SOLAR FARM,PGAE,,Henrietta-Guernsey 70kV,KINGS,CA,solar,20.0,,,,,20.0,2010-05-17,2010-05-17 07:00:00,2011-12-31 08:00:00,2017-06-15 07:00:00,WITHDRAWN,SGIP,2014-02-05 17:46:38,
public_queue,withdrawn,627,FRV MOJAVE SOLAR 2,SCE,,Neenach-Antelope 66kV,LOS ANGELES,CA,solar,20.0,,,,,20.0,2010-11-20,2010-05-18 07:00:00,2013-12-31 08:00:00,2013-12-31 08:00:00,WITHDRAWN,SGIP,2010-10-12 07:00:00,
public_queue,withdrawn,629,SALADO SOLAR,PGAE,,Salado-Miller 115kV line,STANISLAUS,CA,solar,20.0,,,,,20.0,2010-05-20,2010-05-20 07:00:00,2011-12-01 08:00:00,2011-12-01 08:00:00,WITHDRAWN,SGIP,2011-02-09 23:18:06,
public_queue,withdrawn,630,PURDY AVE PV,SCE,,Goldtown Substation 66kV,KERN,CA,solar,4.9,,,,,4.9,2010-11-20,2010-05-20 07:00:00,2010-12-01 08:00:00,2010-12-01 08:00:00,WITHDRAWN,SGIP,2011-02-09 23:15:32,
public_queue,withdrawn,631,KAMM,PGAE,,Strout SW Station 70kV,FRESNO,CA,solar,20.0,,,,,20.0,2010-05-24,2010-05-24 07:00:00,2014-06-30 07:00:00,2016-02-15 08:00:00,WITHDRAWN,SGIP,2013-08-27 18:23:06,
public_queue,withdrawn,632A,WORLD SUN PV PROJECT,PGAE,,Salado-Miller 115 kV,STANISLAUS,CA,solar,20.0,,,,,20.0,2011-03-16,2010-05-27 07:00:00,2011-12-01 08:00:00,2011-12-01 08:00:00,WITHDRAWN,SGIP-TC,2011-03-16 07:00:00,
public_queue,withdrawn,632C,SAN JOAQUIN 2A,PGAE,,Stroud switching station 70kV,FRESNO,CA,solar,20.0,,,,,20.0,2010-06-01,2010-06-01 07:00:00,2012-12-01 08:00:00,2017-05-30 07:00:00,WITHDRAWN,SGIP-TC,2015-06-11 07:00:00,
public_queue,withdrawn,634,GRANGEVILLE,PGAE,,Camden Junction-Lemoore Tap 70kV,KINGS,CA,solar,20.0,,,,,20.0,2010-06-30,2010-06-30 07:00:00,2013-06-30 07:00:00,2015-12-15 08:00:00,WITHDRAWN,SGIP,2014-01-31 18:18:29,
public_queue,withdrawn,635,CAL SP XII,PGAE,,Oro Loma-Canal 70kV,MERCED,CA,solar,20.0,,,,,20.0,2010-07-01,2010-07-01 07:00:00,2012-06-15 07:00:00,2012-06-15 07:00:00,WITHDRAWN,SGIP-TC,2012-03-05 21:12:13,
public_queue,withdrawn,638,JAYNE EAST,PGAE,,Coalinga 1-Gates 70kV,FRESNO,CA,solar,10.0,,,,,10.0,2010-07-08,2010-07-08 07:00:00,2012-12-31 08:00:00,2014-12-31 08:00:00,WITHDRAWN,SGIP,2013-08-27 18:23:58,
public_queue,withdrawn,638A,SEPV-15,PGAE,,Coalinga CoGen 70 kV Tap & Tornado Dist,FRESNO,CA,solar,12.0,,,,,12.0,2011-03-09,2010-07-09 07:00:00,2011-12-31 08:00:00,2011-12-31 08:00:00,WITHDRAWN,SGIP-TC,2011-01-28 08:00:00,
public_queue,withdrawn,639,LANCASTER SOLAR FARM,SCE,,Redman-Piute 66kV,LOS ANGELES,CA,solar,20.0,,,,,20.0,2010-05-26,2010-07-15 07:00:00,2011-11-01 07:00:00,2013-01-01 08:00:00,WITHDRAWN,SGIP-TC,2012-02-17 16:25:13,
public_queue,withdrawn,640,BFO PV-06,SCE,,Rosamond 66kV - Tap 52,KERN,CA,solar,20.0,,,,,20.0,2010-05-26,2010-07-15 07:00:00,2011-11-01 07:00:00,2013-01-01 08:00:00,WITHDRAWN,SGIP-TC,2012-02-17 16:30:00,
public_queue,withdrawn,640A,GRAHAM SOLAR FARM I,PGAE,,Schindler Sub 115 kV Bus,FRESNO,CA,solar,20.0,,,,,20.0,2010-07-20,2010-07-20 07:00:00,2011-12-15 08:00:00,2011-12-15 08:00:00,WITHDRAWN,SGIP-TC,2012-03-06 08:00:00,
public_queue,withdrawn,640B,PDD WHR SOLAR FARM I,PGAE,,Oro Loma   115kV,MERCED,CA,solar,20.0,,,,,20.0,2010-07-20,2010-07-20 07:00:00,2011-12-25 08:00:00,2011-12-25 08:00:00,WITHDRAWN,SGIP-TC,2012-03-06 08:00:00,
public_queue,withdrawn,641,REPOWERED MCKITTRICK COGEN PLANT,PGAE,,Midsun-Midway 115 kV,KERN,CA,Natural Gas,11.2,,,,,11.2,2010-11-20,2010-07-23 07:00:00,2011-12-31 08:00:00,2011-12-31 08:00:00,WITHDRAWN,SGIP,2010-12-23 08:00:00,
public_queue,withdrawn,642,THUNDERHILL SOLAR POWER,PGAE,,Elk Creek 60kV Tap,GLENN,CA,solar,20.0,,,,,20.0,2010-07-30,2010-07-30 07:00:00,2011-07-01 07:00:00,2011-07-01 07:00:00,WITHDRAWN,SGIP-TC,2012-07-09 07:00:00,
public_queue,withdrawn,643,PACHECO PASS WIND ENERGY CENTER,PGAE,,Los Banos-San Luis PGP #1 230 kV,FRESNO,CA,wind,149.5,,,,,149.5,2010-07-26,2010-07-31 07:00:00,2014-12-31 08:00:00,2014-12-31 08:00:00,WITHDRAWN,C03,2011-09-02 07:00:00,
public_queue,withdrawn,643A,ARCO SOLAR STATION,PGAE,,Arco Sub 230 kV Bus,KERN,CA,solar,300.0,,,,,300.0,2010-07-29,2010-07-31 07:00:00,2014-12-31 08:00:00,2014-12-31 08:00:00,WITHDRAWN,C03,2011-07-11 07:00:00,
public_queue,withdrawn,643AA,BLUE SKY WIND ENERGY CENTER,SCE,,Antelope Sub 230kV Bus,LOS ANGELES,CA,wind,200.1,,,,,200.1,2010-07-26,2010-07-31 07:00:00,2012-12-31 08:00:00,2012-12-31 08:00:00,WITHDRAWN,C03,2013-05-03 07:00:00,
public_queue,withdrawn,643AB,BRIGHTSOURCE AV PROJECT,SCE,,Whirlwind Substation 230kV Bus,LOS ANGELES,CA,solar,260.0,,,,,260.0,2010-11-20,2010-07-31 07:00:00,2015-01-01 08:00:00,2015-01-01 08:00:00,WITHDRAWN,C03,2010-07-26 07:00:00,
public_queue,withdrawn,643AC,PALO VERDE MESA (FKA BRIGHTSOURCE MIDPOINT SOLAR),SCE,,Colorado River Sub 220 kV Bus,RIVERSIDE,CA,solar,750.0,,,,,750.0,2010-07-30,2010-07-31 07:00:00,2015-01-01 08:00:00,2015-01-01 08:00:00,WITHDRAWN,C03,2013-02-21 08:00:00,
public_queue,withdrawn,643AD,COSO 2 SWAP (COSO FINANCE PARTNERS),SCE,,Kramer Sub 220kV Bus,INYO,CA,Geothermal,95.0,,,,,95.0,2010-07-30,2010-07-31 07:00:00,2012-07-01 07:00:00,2012-07-01 07:00:00,WITHDRAWN,C03,2011-06-27 07:00:00,
public_queue,withdrawn,643AF,GILA SOLAR,SCE,,Colorado River Sub 220kV Bus,RIVERSIDE,CA,solar,500.0,,,,,500.0,2010-07-30,2010-07-31 07:00:00,2015-10-30 07:00:00,2015-10-30 07:00:00,WITHDRAWN,C03,2010-09-09 07:00:00,
public_queue,withdrawn,643AG,HAY RANCH SOLAR ENERGY PARK,SCE,,Control-Inyokern 115 kV,INYO,CA,solar,50.0,,,,,50.0,2010-07-30,2010-07-31 07:00:00,2014-01-01 08:00:00,2014-01-01 08:00:00,WITHDRAWN,C03,2011-06-27 07:00:00,
public_queue,withdrawn,643AH,LOMA VERDE SOLAR ENERGY PARK,SCE,,Red Bluff Sub 230 kV Bus,RIVERSIDE,CA,solar,170.0,,,,,170.0,2010-07-29,2010-07-31 07:00:00,2014-01-01 08:00:00,2014-01-01 08:00:00,WITHDRAWN,C03,2010-09-09 07:00:00,
public_queue,withdrawn,643AI,NEVADA 300,SCE,,Eldorado Sub 220 kV Bus,CLARK,NV,solar,300.0,,,,,300.0,2010-07-29,2010-07-31 07:00:00,2014-11-30 08:00:00,2014-11-30 08:00:00,WITHDRAWN,C03,2013-05-09 07:00:00,
public_queue,withdrawn,643AK,TERRA GEN DIXIE VALLEY EXPANSION,SCE,,Control Sub 115 kV Bus,CHURCHILL,NV,Geothermal,5.6,,,,,5.6,2010-07-30,2010-07-31 07:00:00,2011-12-31 08:00:00,2011-12-31 08:00:00,WITHDRAWN,C03,2011-07-28 18:08:39,
public_queue,withdrawn,643AL,WILDCAT QUARTSZITE,SCE,,Palo Verde-Devers #1 500kV,YUMA,AZ,solar,1000.0,,,,,1000.0,2010-07-30,2010-07-31 07:00:00,2015-01-01 08:00:00,2015-01-01 08:00:00,WITHDRAWN,C03,2011-09-09 07:00:00,
public_queue,withdrawn,643AN,JORDAN II RENEWABLE POWER PROJECT (20/66MW),SDGE,,Boulevard Sub 138kV Bus,SAN DIEGO,CA,solar,66.0,wind,20.0,,,86.0,2010-07-30,2010-07-31 07:00:00,2013-11-22 08:00:00,2013-11-22 08:00:00,WITHDRAWN,C03,2011-07-19 07:00:00,
public_queue,withdrawn,643AO,MOUNT SIGNAL SOLAR FARM II,SDGE,,Imperial Valley 230 kV Switchyard,IMPERIAL,CA,solar,200.0,,,,,200.0,2010-07-30,2010-07-31 07:00:00,2014-06-01 07:00:00,2014-06-01 07:00:00,WITHDRAWN,C03,2011-08-11 07:00:00,
public_queue,withdrawn,643AP,OCOTILLO EXPRESS PHASE II,SDGE,,Sunrise Powerlink 500 kV,IMPERIAL,CA,wind,16.1,,,,,16.1,2010-07-30,2010-07-31 07:00:00,2012-12-31 08:00:00,2013-12-31 08:00:00,WITHDRAWN,C03,2012-12-07 08:00:00,
public_queue,withdrawn,643AQ,PALMAS (FKA HYDER SOLAR),SDGE,,Hassayampa-North Gila 500kV line,YUMA,AZ,solar,238.0,,,,,238.0,2010-07-31,2010-07-31 07:00:00,2013-06-01 07:00:00,2013-06-01 07:00:00,WITHDRAWN,C03,2011-09-09 07:00:00,
public_queue,withdrawn,643AR,TGP NNP,SCE,,Control Sub 115 kV Bus,CHURCHILL/PERSHING,CA,Geothermal,364.2,,,,,364.2,2010-07-30,2010-07-31 07:00:00,2016-06-01 07:00:00,2016-06-01 07:00:00,WITHDRAWN,C03,2011-06-27 07:00:00,
public_queue,withdrawn,643AS,AIRPORT SOLAR PV 1,SCE,,Colorado River Substation,RIVERSIDE,CA,solar,200.0,,,,,200.0,2010-07-31,2010-07-31 07:00:00,2013-06-01 07:00:00,2013-06-01 07:00:00,WITHDRAWN,C03,2011-09-09 07:00:00,
public_queue,withdrawn,643AT,COPPER MOUNTAIN SOLAR III (BLACK HILLS),SCE,,Mead-Eldorado 230kV,CLARK,NV,solar,242.0,,,,,242.0,2010-11-20,2010-07-31 07:00:00,2013-12-31 08:00:00,2013-12-31 08:00:00,WITHDRAWN,C03,2011-06-10 19:57:54,
public_queue,withdrawn,643B,AUBANEL I WIND PROJECT,SDGE,,Imperial Valley Sub 230 kV Bus,BAJA CALIFORNIA,MX,wind,300.0,,,,,300.0,2010-11-20,2010-07-31 07:00:00,2012-06-30 07:00:00,2012-06-30 07:00:00,WITHDRAWN,C03,2010-11-26 08:00:00,
public_queue,withdrawn,643C,AUBANEL II WIND PROJECT,SDGE,,ECO Sub 230 kV Bus,BAJA CALIFORNIA,MX,wind,540.0,,,,,540.0,2010-11-20,2010-07-31 07:00:00,2013-12-31 08:00:00,2013-12-31 08:00:00,WITHDRAWN,C03,2010-11-01 07:00:00,
public_queue,withdrawn,643D,ANGIOLA VALLEY SOLAR RANCH,PGAE,,Angiola Sub 70 kV Bus,KINGS,CA,solar,150.0,,,,,150.0,2010-07-30,2010-07-31 07:00:00,2014-12-31 08:00:00,2016-12-31 08:00:00,WITHDRAWN,C03,2013-05-03 07:00:00,
public_queue,withdrawn,643E,LAGUNA SOLAR FARM,PGAE,,Schindler Sub 115 kV Bus,FRESNO,CA,solar,200.0,,,,,200.0,2010-07-30,2010-07-31 07:00:00,2014-12-31 08:00:00,2014-12-31 08:00:00,WITHDRAWN,C03,2013-05-03 07:00:00,
public_queue,withdrawn,643F,PLACER SOLAR PV I,PGAE,,Rio Oso-Lockford 230 kV,PLACER,CA,solar,220.0,,,,,220.0,2010-07-30,2010-07-31 07:00:00,2014-03-01 08:00:00,2014-03-01 08:00:00,WITHDRAWN,C03,2013-05-14 07:00:00,
public_queue,withdrawn,643H,VALLEY OAK SOLAR,PGAE,,Gates-Gregg 230 kV,KINGS,CA,solar,600.0,,,,,600.0,2010-07-30,2010-07-31 07:00:00,2015-05-01 07:00:00,2015-05-01 07:00:00,WITHDRAWN,C03,2011-09-13 07:00:00,
public_queue,withdrawn,643I,WESTLANDS SOLAR PV I,PGAE,,Mendota-Dairyland 115 kV,FRESNO,CA,solar,200.0,,,,,200.0,2010-07-30,2010-07-31 07:00:00,2014-03-01 08:00:00,2014-03-01 08:00:00,WITHDRAWN,C03,2013-05-03 07:00:00,
public_queue,withdrawn,643J,WRE - COALINGA (49/120MW),PGAE,,Coalinga #2-Schindler 70 kV,FRESNO,CA,solar,1.0,,,,,1.0,2010-07-30,2010-07-31 07:00:00,2017-04-01 07:00:00,2017-04-01 07:00:00,WITHDRAWN,C03,2013-09-30 07:00:00,
public_queue,withdrawn,643K,WRE - MENDOTA,PGAE,,Mendota-San Joaquin-Helm 70 kV,FRESNO,CA,solar,289.0,,,,,289.0,2010-07-30,2010-07-31 07:00:00,2017-04-01 07:00:00,2017-04-01 07:00:00,WITHDRAWN,C03,2011-09-13 07:00:00,
public_queue,withdrawn,643L,WRE - PANOCHE,PGAE,,Panoche-Schindler #1 & #2 115 kV,FRESNO,CA,solar,240.0,Natural Gas,49.0,,,289.0,2010-07-30,2010-07-31 07:00:00,2017-04-01 07:00:00,2017-04-01 07:00:00,WITHDRAWN,C03,2011-09-13 07:00:00,
public_queue,withdrawn,643M,WRE - SCHINDLER,PGAE,,Panoche-Schindler #1 & #2 115 kV,FRESNO,CA,solar,240.0,Natural Gas,49.0,,,289.0,2010-07-30,2010-07-31 07:00:00,2017-04-01 07:00:00,2017-04-01 07:00:00,WITHDRAWN,C03,2011-09-13 07:00:00,
public_queue,withdrawn,643N,WRE - STROUD,PGAE,,Helm-Stroud Sw Sta 70 kV,FRESNO,CA,solar,120.0,Natural Gas,49.0,,,169.0,2010-07-30,2010-07-31 07:00:00,2017-04-01 07:00:00,2017-04-01 07:00:00,WITHDRAWN,C03,2011-09-13 07:00:00,
public_queue,withdrawn,643O,YOLO SOLAR PV I,PGAE,,Brighton-Davis 115 kV,YOLO,CA,solar,20.0,,,,,20.0,2010-07-30,2010-07-31 07:00:00,2014-03-01 08:00:00,2015-05-01 07:00:00,WITHDRAWN,C03,2013-05-03 07:00:00,
public_queue,withdrawn,643P,RRG SOLAR,SCE,,Whirlwind Sub 500 kV Bus,KERN/LOS ANGELES,CA,solar,480.0,,,,,480.0,2010-11-20,2010-07-31 07:00:00,2014-10-30 07:00:00,2014-10-30 07:00:00,WITHDRAWN,C03,2010-11-16 08:00:00,
public_queue,withdrawn,643Q,VOYAGER SOLAR ENERGY,SCE,,Windhub Sub 220 kV Bus,KERN,CA,solar,80.0,,,,,80.0,2010-11-20,2010-07-31 07:00:00,2014-11-01 07:00:00,2014-11-01 07:00:00,WITHDRAWN,C03,2010-11-23 08:00:00,
public_queue,withdrawn,643S,WRE - VESTAL (49/480MW),SCE,,Vestal Sub 230 kV Bus,FRESNO,CA,solar,320.0,,,,,320.0,2010-07-30,2010-07-31 07:00:00,2013-06-01 07:00:00,2013-06-01 07:00:00,WITHDRAWN,C03,2011-09-09 07:00:00,
public_queue,withdrawn,643U,RE AUSTIN,SDGE,,Imperial Valley Sub 230 kV Bus,IMPERIAL,CA,solar,500.0,,,,,500.0,2010-07-31,2010-07-31 07:00:00,2014-01-30 08:00:00,2014-01-30 08:00:00,WITHDRAWN,C03,2011-09-09 07:00:00,
public_queue,withdrawn,643V,SILVER LEAF SOLAR,SDGE,,Imperial Valley Sub 230 kV Bus,IMPERIAL,CA,solar,250.0,,,,,250.0,2010-07-30,2010-07-31 07:00:00,2013-09-30 07:00:00,2013-09-30 07:00:00,WITHDRAWN,C03,2011-09-09 07:00:00,
public_queue,withdrawn,643Y,SOLCEN SOLAR PROJECT,PGAE,,Henrietta-Leprino Food 115 kV,KINGS,CA,solar,80.0,,,,,80.0,2010-07-30,2010-07-31 07:00:00,2013-07-01 07:00:00,2013-07-01 07:00:00,WITHDRAWN,C03,2011-09-14 07:00:00,
public_queue,withdrawn,643Z,ALTA 14,SCE,,Whirlwind - Windhub 500 kV,KERN,CA,solar,150.0,,,,,150.0,2010-07-31,2010-07-31 07:00:00,2013-11-01 07:00:00,2014-07-01 07:00:00,WITHDRAWN,C03,2011-07-29 07:00:00,
public_queue,withdrawn,645,MONTEREY SOLAR FARM (FKA BFO PV -09),PGAE,,Jolon 60 kV sub,MONTEREY,CA,solar,20.0,,,,,20.0,2010-08-19,2010-08-19 07:00:00,2012-02-01 08:00:00,2012-02-01 08:00:00,WITHDRAWN,SGIP-TC,2012-02-17 08:00:00,
public_queue,withdrawn,645A,SIRIUS SOLAR,PGAE,,Weedpatch-Wheeler Ridge 70kV,KERN,CA,solar,20.0,,,,,20.0,2010-08-23,2010-08-23 07:00:00,2012-12-01 08:00:00,2017-08-23 07:00:00,WITHDRAWN,SGIP-TC,2016-07-07 07:00:00,
